route_id,city,bus_stop,ridership,timing
203,Delhi,Kashmiri Gate ISBT,166,2025-09-01 12:00:00
203,Delhi,Kashmiri Gate ISBT,399,2025-09-01 18:00:00
203,Delhi,Kashmiri Gate ISBT,165,2025-09-01 21:00:00
203,Delhi,AIIMS,385,2025-09-01 07:30:00
203,Delhi,AIIMS,280,2025-09-01 09:00:00
203,Delhi,AIIMS,179,2025-09-01 12:00:00
203,Delhi,AIIMS,381,2025-09-01 18:00:00
203,Delhi,AIIMS,164,2025-09-01 21:00:00
203,Delhi,Saket,301,2025-09-01 07:30:00
203,Delhi,Saket,318,2025-09-01 09:00:00
203,Delhi,Saket,152,2025-09-01 12:00:00
203,Delhi,Saket,282,2025-09-01 18:00:00
203,Delhi,Saket,160,2025-09-01 21:00:00
203,Delhi,Karol Bagh,410,2025-09-01 07:30:00
203,Delhi,Karol Bagh,325,2025-09-01 09:00:00
203,Delhi,Karol Bagh,224,2025-09-01 12:00:00
203,Delhi,Karol Bagh,383,2025-09-01 18:00:00
203,Delhi,Karol Bagh,123,2025-09-01 21:00:00
203,Delhi,Dwarka,351,2025-09-01 07:30:00
203,Delhi,Dwarka,421,2025-09-01 09:00:00
203,Delhi,Dwarka,188,2025-09-01 12:00:00
203,Delhi,Dwarka,461,2025-09-01 18:00:00
203,Delhi,Dwarka,73,2025-09-01 21:00:00
204,Hyderabad,Gachibowli,378,2025-09-01 07:30:00
204,Hyderabad,Gachibowli,335,2025-09-01 09:00:00
204,Hyderabad,Gachibowli,179,2025-09-01 12:00:00
204,Hyderabad,Gachibowli,365,2025-09-01 18:00:00
204,Hyderabad,Gachibowli,89,2025-09-01 21:00:00
204,Hyderabad,HiTech City,316,2025-09-01 07:30:00
204,Hyderabad,HiTech City,351,2025-09-01 09:00:00
204,Hyderabad,HiTech City,240,2025-09-01 12:00:00
204,Hyderabad,HiTech City,326,2025-09-01 18:00:00
204,Hyderabad,HiTech City,119,2025-09-01 21:00:00
204,Hyderabad,Secunderabad,300,2025-09-01 07:30:00
204,Hyderabad,Secunderabad,384,2025-09-01 09:00:00
204,Hyderabad,Secunderabad,201,2025-09-01 12:00:00
204,Hyderabad,Secunderabad,325,2025-09-01 18:00:00
204,Hyderabad,Secunderabad,152,2025-09-01 21:00:00
204,Hyderabad,Madhapur,335,2025-09-01 07:30:00
204,Hyderabad,Madhapur,387,2025-09-01 09:00:00
204,Hyderabad,Madhapur,165,2025-09-01 12:00:00
204,Hyderabad,Madhapur,338,2025-09-01 18:00:00
204,Hyderabad,Madhapur,130,2025-09-01 21:00:00
204,Hyderabad,LB Nagar,243,2025-09-01 07:30:00
204,Hyderabad,LB Nagar,347,2025-09-01 09:00:00
204,Hyderabad,LB Nagar,198,2025-09-01 12:00:00
204,Hyderabad,LB Nagar,360,2025-09-01 18:00:00
204,Hyderabad,LB Nagar,134,2025-09-01 21:00:00
205,Chennai,T Nagar,245,2025-09-01 07:30:00
205,Chennai,T Nagar,305,2025-09-01 09:00:00
205,Chennai,T Nagar,178,2025-09-01 12:00:00
205,Chennai,T Nagar,308,2025-09-01 18:00:00
205,Chennai,T Nagar,135,2025-09-01 21:00:00
205,Chennai,Velachery,354,2025-09-01 07:30:00
205,Chennai,Velachery,442,2025-09-01 09:00:00
205,Chennai,Velachery,195,2025-09-01 12:00:00
205,Chennai,Velachery,376,2025-09-01 18:00:00
205,Chennai,Velachery,138,2025-09-01 21:00:00
205,Chennai,Guindy,216,2025-09-01 07:30:00
205,Chennai,Guindy,328,2025-09-01 09:00:00
205,Chennai,Guindy,192,2025-09-01 12:00:00
205,Chennai,Guindy,519,2025-09-01 18:00:00
205,Chennai,Guindy,135,2025-09-01 21:00:00
205,Chennai,Adyar,347,2025-09-01 07:30:00
205,Chennai,Adyar,327,2025-09-01 09:00:00
205,Chennai,Adyar,150,2025-09-01 12:00:00
205,Chennai,Adyar,434,2025-09-01 18:00:00
205,Chennai,Adyar,158,2025-09-01 21:00:00
205,Chennai,Tambaram,376,2025-09-01 07:30:00
205,Chennai,Tambaram,275,2025-09-01 09:00:00
205,Chennai,Tambaram,237,2025-09-01 12:00:00
205,Chennai,Tambaram,269,2025-09-01 18:00:00
205,Chennai,Tambaram,154,2025-09-01 21:00:00
206,Pune,Shivajinagar,460,2025-09-01 07:30:00
206,Pune,Shivajinagar,271,2025-09-01 09:00:00
206,Pune,Shivajinagar,170,2025-09-01 12:00:00
206,Pune,Shivajinagar,366,2025-09-01 18:00:00
206,Pune,Shivajinagar,127,2025-09-01 21:00:00
206,Pune,Hinjewadi,237,2025-09-01 07:30:00
206,Pune,Hinjewadi,334,2025-09-01 09:00:00
206,Pune,Hinjewadi,153,2025-09-01 12:00:00
206,Pune,Hinjewadi,390,2025-09-01 18:00:00
206,Pune,Hinjewadi,116,2025-09-01 21:00:00
206,Pune,Kothrud,422,2025-09-01 07:30:00
206,Pune,Kothrud,283,2025-09-01 09:00:00
206,Pune,Kothrud,178,2025-09-01 12:00:00
206,Pune,Kothrud,412,2025-09-01 18:00:00
206,Pune,Kothrud,108,2025-09-01 21:00:00
206,Pune,Pimpri,343,2025-09-01 07:30:00
206,Pune,Pimpri,407,2025-09-01 09:00:00
206,Pune,Pimpri,135,2025-09-01 12:00:00
206,Pune,Pimpri,371,2025-09-01 18:00:00
206,Pune,Pimpri,146,2025-09-01 21:00:00
206,Pune,Wakad,376,2025-09-01 07:30:00
206,Pune,Wakad,256,2025-09-01 09:00:00
206,Pune,Wakad,144,2025-09-01 12:00:00
206,Pune,Wakad,393,2025-09-01 18:00:00
206,Pune,Wakad,147,2025-09-01 21:00:00
207,Kolkata,Howrah,344,2025-09-01 07:30:00
207,Kolkata,Howrah,350,2025-09-01 09:00:00
207,Kolkata,Howrah,166,2025-09-01 12:00:00
207,Kolkata,Howrah,375,2025-09-01 18:00:00
207,Kolkata,Howrah,147,2025-09-01 21:00:00
207,Kolkata,Esplanade,287,2025-09-01 07:30:00
207,Kolkata,Esplanade,440,2025-09-01 09:00:00
207,Kolkata,Esplanade,206,2025-09-01 12:00:00
207,Kolkata,Esplanade,282,2025-09-01 18:00:00
207,Kolkata,Esplanade,156,2025-09-01 21:00:00
207,Kolkata,Salt Lake Sector V,272,2025-09-01 07:30:00
207,Kolkata,Salt Lake Sector V,376,2025-09-01 09:00:00
207,Kolkata,Salt Lake Sector V,229,2025-09-01 12:00:00
207,Kolkata,Salt Lake Sector V,306,2025-09-01 18:00:00
207,Kolkata,Salt Lake Sector V,164,2025-09-01 21:00:00
207,Kolkata,Park Street,354,2025-09-01 07:30:00
207,Kolkata,Park Street,378,2025-09-01 09:00:00
207,Kolkata,Park Street,254,2025-09-01 12:00:00
207,Kolkata,Park Street,344,2025-09-01 18:00:00
207,Kolkata,Park Street,121,2025-09-01 21:00:00
207,Kolkata,Dumdum,277,2025-09-01 07:30:00
207,Kolkata,Dumdum,281,2025-09-01 09:00:00
207,Kolkata,Dumdum,187,2025-09-01 12:00:00
207,Kolkata,Dumdum,382,2025-09-01 18:00:00
207,Kolkata,Dumdum,146,2025-09-01 21:00:00
208,Ahmedabad,Bopal,379,2025-09-01 07:30:00
208,Ahmedabad,Bopal,330,2025-09-01 09:00:00
208,Ahmedabad,Bopal,239,2025-09-01 12:00:00
208,Ahmedabad,Bopal,342,2025-09-01 18:00:00
208,Ahmedabad,Bopal,208,2025-09-01 21:00:00
208,Ahmedabad,Maninagar,367,2025-09-01 07:30:00
208,Ahmedabad,Maninagar,279,2025-09-01 09:00:00
208,Ahmedabad,Maninagar,153,2025-09-01 12:00:00
208,Ahmedabad,Maninagar,391,2025-09-01 18:00:00
208,Ahmedabad,Maninagar,134,2025-09-01 21:00:00
208,Ahmedabad,Thaltej,372,2025-09-01 07:30:00
208,Ahmedabad,Thaltej,358,2025-09-01 09:00:00
208,Ahmedabad,Thaltej,187,2025-09-01 12:00:00
208,Ahmedabad,Thaltej,305,2025-09-01 18:00:00
208,Ahmedabad,Thaltej,101,2025-09-01 21:00:00
208,Ahmedabad,Navrangpura,303,2025-09-01 07:30:00
208,Ahmedabad,Navrangpura,380,2025-09-01 09:00:00
208,Ahmedabad,Navrangpura,197,2025-09-01 12:00:00
208,Ahmedabad,Navrangpura,279,2025-09-01 18:00:00
208,Ahmedabad,Navrangpura,144,2025-09-01 21:00:00
208,Ahmedabad,Chandkheda,352,2025-09-01 07:30:00
208,Ahmedabad,Chandkheda,277,2025-09-01 09:00:00
208,Ahmedabad,Chandkheda,195,2025-09-01 12:00:00
208,Ahmedabad,Chandkheda,363,2025-09-01 18:00:00
208,Ahmedabad,Chandkheda,111,2025-09-01 21:00:00
209,Jaipur,Tonk Road,351,2025-09-01 07:30:00
209,Jaipur,Tonk Road,363,2025-09-01 09:00:00
209,Jaipur,Tonk Road,227,2025-09-01 12:00:00
209,Jaipur,Tonk Road,428,2025-09-01 18:00:00
209,Jaipur,Tonk Road,105,2025-09-01 21:00:00
209,Jaipur,Vaishali Nagar,274,2025-09-01 07:30:00
209,Jaipur,Vaishali Nagar,360,2025-09-01 09:00:00
209,Jaipur,Vaishali Nagar,207,2025-09-01 12:00:00
209,Jaipur,Vaishali Nagar,393,2025-09-01 18:00:00
209,Jaipur,Vaishali Nagar,237,2025-09-01 21:00:00
209,Jaipur,MI Road,363,2025-09-01 07:30:00
209,Jaipur,MI Road,397,2025-09-01 09:00:00
209,Jaipur,MI Road,222,2025-09-01 12:00:00
209,Jaipur,MI Road,402,2025-09-01 18:00:00
209,Jaipur,MI Road,132,2025-09-01 21:00:00
209,Jaipur,Mansarovar,375,2025-09-01 07:30:00
209,Jaipur,Mansarovar,284,2025-09-01 09:00:00
209,Jaipur,Mansarovar,181,2025-09-01 12:00:00
209,Jaipur,Mansarovar,328,2025-09-01 18:00:00
209,Jaipur,Mansarovar,142,2025-09-01 21:00:00
209,Jaipur,Adarsh Nagar,467,2025-09-01 07:30:00
209,Jaipur,Adarsh Nagar,219,2025-09-01 09:00:00
209,Jaipur,Adarsh Nagar,213,2025-09-01 12:00:00
209,Jaipur,Adarsh Nagar,255,2025-09-01 18:00:00
209,Jaipur,Adarsh Nagar,128,2025-09-01 21:00:00
210,Lucknow,Hazratganj,394,2025-09-01 07:30:00
210,Lucknow,Hazratganj,333,2025-09-01 09:00:00
210,Lucknow,Hazratganj,153,2025-09-01 12:00:00
210,Lucknow,Hazratganj,313,2025-09-01 18:00:00
210,Lucknow,Hazratganj,157,2025-09-01 21:00:00
210,Lucknow,Gomti Nagar,286,2025-09-01 07:30:00
210,Lucknow,Gomti Nagar,342,2025-09-01 09:00:00
210,Lucknow,Gomti Nagar,191,2025-09-01 12:00:00
210,Lucknow,Gomti Nagar,317,2025-09-01 18:00:00
210,Lucknow,Gomti Nagar,194,2025-09-01 21:00:00
210,Lucknow,Charbagh,367,2025-09-01 07:30:00
210,Lucknow,Charbagh,209,2025-09-01 09:00:00
210,Lucknow,Charbagh,196,2025-09-01 12:00:00
210,Lucknow,Charbagh,317,2025-09-01 18:00:00
210,Lucknow,Charbagh,161,2025-09-01 21:00:00
210,Lucknow,Alambagh,282,2025-09-01 07:30:00
210,Lucknow,Alambagh,323,2025-09-01 09:00:00
210,Lucknow,Alambagh,207,2025-09-01 12:00:00
210,Lucknow,Alambagh,416,2025-09-01 18:00:00
210,Lucknow,Alambagh,109,2025-09-01 21:00:00
210,Lucknow,Indira Nagar,310,2025-09-01 07:30:00
210,Lucknow,Indira Nagar,301,2025-09-01 09:00:00
210,Lucknow,Indira Nagar,167,2025-09-01 12:00:00
210,Lucknow,Indira Nagar,474,2025-09-01 18:00:00
210,Lucknow,Indira Nagar,150,2025-09-01 21:00:00
201,Bengaluru,Silk Board,255,2025-09-02 07:30:00
201,Bengaluru,Silk Board,384,2025-09-02 09:00:00
201,Bengaluru,Silk Board,262,2025-09-02 12:00:00
201,Bengaluru,Silk Board,426,2025-09-02 18:00:00
201,Bengaluru,Silk Board,101,2025-09-02 21:00:00
201,Bengaluru,Marathahalli,301,2025-09-02 07:30:00
201,Bengaluru,Marathahalli,405,2025-09-02 09:00:00
201,Bengaluru,Marathahalli,165,2025-09-02 12:00:00
201,Bengaluru,Marathahalli,388,2025-09-02 18:00:00
201,Bengaluru,Marathahalli,159,2025-09-02 21:00:00
201,Bengaluru,Majestic,274,2025-09-02 07:30:00
201,Bengaluru,Majestic,326,2025-09-02 09:00:00
201,Bengaluru,Majestic,79,2025-09-02 12:00:00
201,Bengaluru,Majestic,293,2025-09-02 18:00:00
201,Bengaluru,Majestic,133,2025-09-02 21:00:00
201,Bengaluru,K R Market,255,2025-09-02 07:30:00
201,Bengaluru,K R Market,426,2025-09-02 09:00:00
201,Bengaluru,K R Market,141,2025-09-02 12:00:00
201,Bengaluru,K R Market,331,2025-09-02 18:00:00
201,Bengaluru,K R Market,143,2025-09-02 21:00:00
201,Bengaluru,Hebbal,415,2025-09-02 07:30:00
201,Bengaluru,Hebbal,244,2025-09-02 09:00:00
201,Bengaluru,Hebbal,229,2025-09-02 12:00:00
201,Bengaluru,Hebbal,360,2025-09-02 18:00:00
201,Bengaluru,Hebbal,115,2025-09-02 21:00:00
202,Mumbai,Andheri West,357,2025-09-02 07:30:00
202,Mumbai,Andheri West,341,2025-09-02 09:00:00
202,Mumbai,Andheri West,169,2025-09-02 12:00:00
202,Mumbai,Andheri West,364,2025-09-02 18:00:00
202,Mumbai,Andheri West,130,2025-09-02 21:00:00
202,Mumbai,Bandra East,336,2025-09-02 07:30:00
202,Mumbai,Bandra East,369,2025-09-02 09:00:00
202,Mumbai,Bandra East,244,2025-09-02 12:00:00
202,Mumbai,Bandra East,279,2025-09-02 18:00:00
202,Mumbai,Bandra East,193,2025-09-02 21:00:00
202,Mumbai,Kurla,214,2025-09-02 07:30:00
202,Mumbai,Kurla,320,2025-09-02 09:00:00
202,Mumbai,Kurla,210,2025-09-02 12:00:00
202,Mumbai,Kurla,378,2025-09-02 18:00:00
202,Mumbai,Kurla,124,2025-09-02 21:00:00
202,Mumbai,Powai,317,2025-09-02 07:30:00
202,Mumbai,Powai,300,2025-09-02 09:00:00
202,Mumbai,Powai,169,2025-09-02 12:00:00
202,Mumbai,Powai,415,2025-09-02 18:00:00
202,Mumbai,Powai,148,2025-09-02 21:00:00
202,Mumbai,Sion,288,2025-09-02 07:30:00
202,Mumbai,Sion,383,2025-09-02 09:00:00
202,Mumbai,Sion,200,2025-09-02 12:00:00
202,Mumbai,Sion,412,2025-09-02 18:00:00
202,Mumbai,Sion,155,2025-09-02 21:00:00
203,Delhi,Kashmiri Gate ISBT,280,2025-09-02 07:30:00
203,Delhi,Kashmiri Gate ISBT,296,2025-09-02 09:00:00
203,Delhi,Kashmiri Gate ISBT,215,2025-09-02 12:00:00
203,Delhi,Kashmiri Gate ISBT,399,2025-09-02 18:00:00
203,Delhi,Kashmiri Gate ISBT,139,2025-09-02 21:00:00
203,Delhi,AIIMS,336,2025-09-02 07:30:00
203,Delhi,AIIMS,405,2025-09-02 09:00:00
203,Delhi,AIIMS,169,2025-09-02 12:00:00
203,Delhi,AIIMS,395,2025-09-02 18:00:00
203,Delhi,AIIMS,134,2025-09-02 21:00:00
203,Delhi,Saket,317,2025-09-02 07:30:00
203,Delhi,Saket,395,2025-09-02 09:00:00
203,Delhi,Saket,218,2025-09-02 12:00:00
203,Delhi,Saket,412,2025-09-02 18:00:00
203,Delhi,Saket,172,2025-09-02 21:00:00
203,Delhi,Karol Bagh,331,2025-09-02 07:30:00
203,Delhi,Karol Bagh,370,2025-09-02 09:00:00
203,Delhi,Karol Bagh,179,2025-09-02 12:00:00
203,Delhi,Karol Bagh,381,2025-09-02 18:00:00
203,Delhi,Karol Bagh,136,2025-09-02 21:00:00
203,Delhi,Dwarka,335,2025-09-02 07:30:00
203,Delhi,Dwarka,365,2025-09-02 09:00:00
203,Delhi,Dwarka,162,2025-09-02 12:00:00
203,Delhi,Dwarka,495,2025-09-02 18:00:00
203,Delhi,Dwarka,114,2025-09-02 21:00:00
204,Hyderabad,Gachibowli,257,2025-09-02 07:30:00
204,Hyderabad,Gachibowli,398,2025-09-02 09:00:00
204,Hyderabad,Gachibowli,217,2025-09-02 12:00:00
204,Hyderabad,Gachibowli,400,2025-09-02 18:00:00
204,Hyderabad,Gachibowli,155,2025-09-02 21:00:00
204,Hyderabad,HiTech City,329,2025-09-02 07:30:00
204,Hyderabad,HiTech City,276,2025-09-02 09:00:00
204,Hyderabad,HiTech City,192,2025-09-02 12:00:00
204,Hyderabad,HiTech City,316,2025-09-02 18:00:00
204,Hyderabad,HiTech City,164,2025-09-02 21:00:00
204,Hyderabad,Secunderabad,321,2025-09-02 07:30:00
204,Hyderabad,Secunderabad,280,2025-09-02 09:00:00
204,Hyderabad,Secunderabad,179,2025-09-02 12:00:00
204,Hyderabad,Secunderabad,386,2025-09-02 18:00:00
204,Hyderabad,Secunderabad,125,2025-09-02 21:00:00
204,Hyderabad,Madhapur,281,2025-09-02 07:30:00
204,Hyderabad,Madhapur,344,2025-09-02 09:00:00
204,Hyderabad,Madhapur,198,2025-09-02 12:00:00
204,Hyderabad,Madhapur,327,2025-09-02 18:00:00
204,Hyderabad,Madhapur,128,2025-09-02 21:00:00
204,Hyderabad,LB Nagar,343,2025-09-02 07:30:00
204,Hyderabad,LB Nagar,243,2025-09-02 09:00:00
204,Hyderabad,LB Nagar,141,2025-09-02 12:00:00
204,Hyderabad,LB Nagar,313,2025-09-02 18:00:00
204,Hyderabad,LB Nagar,134,2025-09-02 21:00:00
205,Chennai,T Nagar,348,2025-09-02 07:30:00
205,Chennai,T Nagar,417,2025-09-02 09:00:00
205,Chennai,T Nagar,219,2025-09-02 12:00:00
205,Chennai,T Nagar,349,2025-09-02 18:00:00
205,Chennai,T Nagar,139,2025-09-02 21:00:00
205,Chennai,Velachery,270,2025-09-02 07:30:00
205,Chennai,Velachery,328,2025-09-02 09:00:00
205,Chennai,Velachery,180,2025-09-02 12:00:00
205,Chennai,Velachery,380,2025-09-02 18:00:00
205,Chennai,Velachery,119,2025-09-02 21:00:00
205,Chennai,Guindy,360,2025-09-02 07:30:00
205,Chennai,Guindy,421,2025-09-02 09:00:00
205,Chennai,Guindy,186,2025-09-02 12:00:00
205,Chennai,Guindy,386,2025-09-02 18:00:00
205,Chennai,Guindy,157,2025-09-02 21:00:00
205,Chennai,Adyar,306,2025-09-02 07:30:00
205,Chennai,Adyar,343,2025-09-02 09:00:00
205,Chennai,Adyar,190,2025-09-02 12:00:00
205,Chennai,Adyar,366,2025-09-02 18:00:00
205,Chennai,Adyar,120,2025-09-02 21:00:00
205,Chennai,Tambaram,331,2025-09-02 07:30:00
205,Chennai,Tambaram,359,2025-09-02 09:00:00
205,Chennai,Tambaram,239,2025-09-02 12:00:00
205,Chennai,Tambaram,422,2025-09-02 18:00:00
205,Chennai,Tambaram,194,2025-09-02 21:00:00
206,Pune,Shivajinagar,284,2025-09-02 07:30:00
206,Pune,Shivajinagar,381,2025-09-02 09:00:00
206,Pune,Shivajinagar,196,2025-09-02 12:00:00
206,Pune,Shivajinagar,501,2025-09-02 18:00:00
206,Pune,Shivajinagar,119,2025-09-02 21:00:00
206,Pune,Hinjewadi,280,2025-09-02 07:30:00
206,Pune,Hinjewadi,294,2025-09-02 09:00:00
206,Pune,Hinjewadi,117,2025-09-02 12:00:00
206,Pune,Hinjewadi,325,2025-09-02 18:00:00
206,Pune,Hinjewadi,120,2025-09-02 21:00:00
206,Pune,Kothrud,338,2025-09-02 07:30:00
206,Pune,Kothrud,350,2025-09-02 09:00:00
206,Pune,Kothrud,254,2025-09-02 12:00:00
206,Pune,Kothrud,421,2025-09-02 18:00:00
206,Pune,Kothrud,125,2025-09-02 21:00:00
206,Pune,Pimpri,276,2025-09-02 07:30:00
206,Pune,Pimpri,359,2025-09-02 09:00:00
206,Pune,Pimpri,144,2025-09-02 12:00:00
206,Pune,Pimpri,478,2025-09-02 18:00:00
206,Pune,Pimpri,169,2025-09-02 21:00:00
206,Pune,Wakad,302,2025-09-02 07:30:00
206,Pune,Wakad,228,2025-09-02 09:00:00
206,Pune,Wakad,236,2025-09-02 12:00:00
206,Pune,Wakad,352,2025-09-02 18:00:00
206,Pune,Wakad,171,2025-09-02 21:00:00
207,Kolkata,Howrah,235,2025-09-02 07:30:00
207,Kolkata,Howrah,294,2025-09-02 09:00:00
207,Kolkata,Howrah,190,2025-09-02 12:00:00
207,Kolkata,Howrah,363,2025-09-02 18:00:00
207,Kolkata,Howrah,128,2025-09-02 21:00:00
207,Kolkata,Esplanade,366,2025-09-02 07:30:00
207,Kolkata,Esplanade,266,2025-09-02 09:00:00
207,Kolkata,Esplanade,185,2025-09-02 12:00:00
207,Kolkata,Esplanade,367,2025-09-02 18:00:00
207,Kolkata,Esplanade,152,2025-09-02 21:00:00
207,Kolkata,Salt Lake Sector V,372,2025-09-02 07:30:00
207,Kolkata,Salt Lake Sector V,263,2025-09-02 09:00:00
207,Kolkata,Salt Lake Sector V,137,2025-09-02 12:00:00
207,Kolkata,Salt Lake Sector V,442,2025-09-02 18:00:00
207,Kolkata,Salt Lake Sector V,148,2025-09-02 21:00:00
207,Kolkata,Park Street,285,2025-09-02 07:30:00
207,Kolkata,Park Street,422,2025-09-02 09:00:00
207,Kolkata,Park Street,193,2025-09-02 12:00:00
207,Kolkata,Park Street,436,2025-09-02 18:00:00
207,Kolkata,Park Street,141,2025-09-02 21:00:00
207,Kolkata,Dumdum,452,2025-09-02 07:30:00
207,Kolkata,Dumdum,434,2025-09-02 09:00:00
207,Kolkata,Dumdum,181,2025-09-02 12:00:00
207,Kolkata,Dumdum,422,2025-09-02 18:00:00
207,Kolkata,Dumdum,156,2025-09-02 21:00:00
208,Ahmedabad,Bopal,411,2025-09-02 07:30:00
208,Ahmedabad,Bopal,272,2025-09-02 09:00:00
208,Ahmedabad,Bopal,213,2025-09-02 12:00:00
208,Ahmedabad,Bopal,428,2025-09-02 18:00:00
208,Ahmedabad,Bopal,95,2025-09-02 21:00:00
208,Ahmedabad,Maninagar,259,2025-09-02 07:30:00
208,Ahmedabad,Maninagar,208,2025-09-02 09:00:00
208,Ahmedabad,Maninagar,180,2025-09-02 12:00:00
208,Ahmedabad,Maninagar,406,2025-09-02 18:00:00
208,Ahmedabad,Maninagar,177,2025-09-02 21:00:00
208,Ahmedabad,Thaltej,334,2025-09-02 07:30:00
208,Ahmedabad,Thaltej,426,2025-09-02 09:00:00
208,Ahmedabad,Thaltej,142,2025-09-02 12:00:00
208,Ahmedabad,Thaltej,249,2025-09-02 18:00:00
208,Ahmedabad,Thaltej,138,2025-09-02 21:00:00
208,Ahmedabad,Navrangpura,352,2025-09-02 07:30:00
208,Ahmedabad,Navrangpura,328,2025-09-02 09:00:00
208,Ahmedabad,Navrangpura,119,2025-09-02 12:00:00
208,Ahmedabad,Navrangpura,354,2025-09-02 18:00:00
208,Ahmedabad,Navrangpura,107,2025-09-02 21:00:00
208,Ahmedabad,Chandkheda,369,2025-09-02 07:30:00
208,Ahmedabad,Chandkheda,351,2025-09-02 09:00:00
208,Ahmedabad,Chandkheda,157,2025-09-02 12:00:00
208,Ahmedabad,Chandkheda,326,2025-09-02 18:00:00
208,Ahmedabad,Chandkheda,113,2025-09-02 21:00:00
209,Jaipur,Tonk Road,326,2025-09-02 07:30:00
209,Jaipur,Tonk Road,386,2025-09-02 09:00:00
209,Jaipur,Tonk Road,156,2025-09-02 12:00:00
209,Jaipur,Tonk Road,392,2025-09-02 18:00:00
209,Jaipur,Tonk Road,126,2025-09-02 21:00:00
209,Jaipur,Vaishali Nagar,282,2025-09-02 07:30:00
209,Jaipur,Vaishali Nagar,323,2025-09-02 09:00:00
209,Jaipur,Vaishali Nagar,154,2025-09-02 12:00:00
209,Jaipur,Vaishali Nagar,324,2025-09-02 18:00:00
209,Jaipur,Vaishali Nagar,109,2025-09-02 21:00:00
209,Jaipur,MI Road,446,2025-09-02 07:30:00
209,Jaipur,MI Road,332,2025-09-02 09:00:00
209,Jaipur,MI Road,166,2025-09-02 12:00:00
209,Jaipur,MI Road,373,2025-09-02 18:00:00
209,Jaipur,MI Road,137,2025-09-02 21:00:00
209,Jaipur,Mansarovar,316,2025-09-02 07:30:00
209,Jaipur,Mansarovar,366,2025-09-02 09:00:00
209,Jaipur,Mansarovar,215,2025-09-02 12:00:00
209,Jaipur,Mansarovar,325,2025-09-02 18:00:00
209,Jaipur,Mansarovar,125,2025-09-02 21:00:00
209,Jaipur,Adarsh Nagar,313,2025-09-02 07:30:00
209,Jaipur,Adarsh Nagar,193,2025-09-02 09:00:00
209,Jaipur,Adarsh Nagar,138,2025-09-02 12:00:00
209,Jaipur,Adarsh Nagar,448,2025-09-02 18:00:00
